iter	Passed	Remaining
1696	5559	992
1697	5562	989
1698	5565	985
1699	5568	982
1700	5571	979
1701	5574	975
1702	5577	972
1703	5580	969
1704	5583	966
1705	5586	962
1706	5589	959
1707	5592	956
1708	5595	952
1709	5598	949
1710	5601	946
1711	5608	943
1712	5611	940
1713	5614	936
1714	5616	933
1715	5620	930
1716	5623	926
1717	5626	923
1718	5628	920
1719	5631	916
1720	5634	913
1721	5638	910
1722	5640	906
1723	5644	903
1724	5647	900
1725	5649	896
1726	5652	893
1727	5655	890
1728	5658	886
1729	5661	883
1730	5664	880
1731	5667	877
1732	5670	873
1733	5674	870
1734	5676	867
1735	5681	864
1736	5685	860
1737	5688	857
1738	5691	854
1739	5694	850
1740	5696	847
1741	5700	844
1742	5703	841
1743	5707	837
1744	5710	834
1745	5714	831
1746	5717	828
1747	5721	824
1748	5724	821
1749	5727	818
1750	5731	814
1751	5734	811
1752	5737	808
1753	5740	805
1754	5743	801
1755	5746	798
1756	5749	795
1757	5752	791
1758	5755	788
1759	5758	785
1760	5762	782
1761	5765	778
1762	5768	775
1763	5771	772
1764	5774	768
1765	5777	765
1766	5780	762
1767	5783	758
1768	5786	755
1769	5789	752
1770	5792	749
1771	5795	745
1772	5798	742
1773	5801	739
1774	5805	735
1775	5808	732
1776	5811	729
1777	5814	726
1778	5818	722
1779	5821	719
1780	5824	716
1781	5827	712
1782	5829	709
1783	5832	706
1784	5836	702
1785	5838	699
1786	5841	696
1787	5844	693
1788	5847	689
1789	5851	686
1790	5853	683
1791	5856	679
1792	5859	676
1793	5862	673
1794	5865	669
1795	5868	666
1796	5871	663
1797	5874	659
1798	5877	656
1799	5880	653
1800	5883	650
1801	5886	646
1802	5889	643
1803	5893	640
1804	5896	637
1805	5900	633
1806	5903	630
1807	5907	627
1808	5910	624
1809	5914	620
1810	5917	617
1811	5920	614
1812	5926	611
1813	5929	608
1814	5933	604
1815	5936	601
1816	5940	598
1817	5943	595
1818	5946	591
1819	5949	588
1820	5952	585
1821	5956	581
1822	5958	578
1823	5961	575
1824	5964	571
1825	5967	568
1826	5970	565
1827	5974	562
1828	5979	559
1829	5982	555
1830	5986	552
1831	5989	549
1832	5993	546
1833	5997	542
1834	6001	539
1835	6005	536
1836	6009	533
1837	6013	529
1838	6016	526
1839	6020	523
1840	6023	520
1841	6026	516
1842	6029	513
1843	6032	510
1844	6036	507
1845	6039	503
1846	6042	500
1847	6045	497
1848	6049	494
1849	6052	490
1850	6055	487
1851	6058	484
1852	6061	480
1853	6065	477
1854	6068	474
1855	6071	471
1856	6075	467
1857	6078	464
1858	6081	461
1859	6085	458
1860	6088	454
1861	6093	451
1862	6097	448
1863	6100	445
1864	6104	441
1865	6109	438
1866	6113	435
1867	6117	432
1868	6120	429
1869	6124	425
1870	6127	422
1871	6130	419
1872	6134	415
1873	6137	412
1874	6141	409
1875	6144	406
1876	6147	402
1877	6151	399
1878	6154	396
1879	6157	393
1880	6161	389
1881	6167	386
1882	6170	383
1883	6174	380
1884	6177	376
1885	6180	373
1886	6184	370
1887	6187	367
1888	6190	363
1889	6194	360
1890	6198	357
1891	6201	354
1892	6205	350
1893	6208	347
1894	6212	344
1895	6215	340
1896	6218	337
1897	6222	334
1898	6225	331
1899	6229	327
1900	6232	324
1901	6236	321
1902	6239	318
1903	6243	314
1904	6247	311
1905	6250	308
1906	6254	305
1907	6257	301
1908	6260	298
1909	6264	295
1910	6267	291
1911	6271	288
1912	6274	285
1913	6278	282
1914	6281	278
1915	6284	275
1916	6287	272
1917	6291	268
1918	6294	265
1919	6297	262
1920	6300	259
1921	6303	255
1922	6306	252
1923	6309	249
1924	6312	245
1925	6316	242
1926	6330	239
1927	6334	236
1928	6337	233
1929	6340	229
1930	6343	226
1931	6347	223
1932	6350	220
1933	6353	216
1934	6356	213
1935	6359	210
1936	6362	206
1937	6365	203
1938	6368	200
1939	6371	197
1940	6374	193
1941	6377	190
1942	6381	187
1943	6384	183
1944	6387	180
1945	6391	177
1946	6395	174
1947	6398	170
1948	6401	167
1949	6405	164
1950	6411	161
1951	6414	157
1952	6417	154
1953	6419	151
1954	6423	147
1955	6426	144
1956	6429	141
1957	6432	137
1958	6435	134
1959	6439	131
1960	6442	128
1961	6446	124
1962	6449	121
1963	6452	118
1964	6455	114
1965	6458	111
1966	6461	108
1967	6464	105
1968	6467	101
1969	6470	98
1970	6473	95
1971	6476	91
1972	6479	88
1973	6482	85
1974	6485	82
1975	6489	78
1976	6492	75
1977	6495	72
1978	6498	68
1979	6502	65
1980	6505	62
1981	6508	59
1982	6511	55
1983	6514	52
1984	6517	49
1985	6520	45
1986	6523	42
1987	6526	39
1988	6529	36
1989	6532	32
1990	6535	29
1991	6538	26
1992	6541	22
1993	6544	19
1994	6547	16
1995	6551	13
1996	6554	9
1997	6558	6
1998	6561	3
1999	6564	0
